event_date,ticker,val,close,adj_close
1980-10-09,DGS3MO,0.0500,0.0500,0.0500
1980-10-10,DGS3MO,0.0500,0.0500,0.0500
1980-10-13,DGS3MO,0.0500,0.0500,0.0500
1980-10-14,DGS3MO,0.0500,0.0500,0.0500
1980-10-15,DGS3MO,0.0500,0.0500,0.0500
1980-10-16,DGS3MO,0.0500,0.0500,0.0500
1980-10-17,DGS3MO,0.0500,0.0500,0.0500
1980-10-20,DGS3MO,0.0500,0.0500,0.0500
1980-10-21,DGS3MO,0.0500,0.0500,0.0500
1980-10-22,DGS3MO,0.0500,0.0500,0.0500
1980-10-23,DGS3MO,0.0500,0.0500,0.0500
1980-10-24,DGS3MO,0.0500,0.0500,0.0500
1980-10-27,DGS3MO,0.0500,0.0500,0.0500
1980-10-28,DGS3MO,0.0500,0.0500,0.0500
1980-10-29,DGS3MO,0.0500,0.0500,0.0500
1980-10-30,DGS3MO,0.0500,0.0500,0.0500
1980-10-31,DGS3MO,0.0500,0.0500,0.0500
1980-11-03,DGS3MO,0.0500,0.0500,0.0500
1980-11-05,DGS3MO,0.0500,0.0500,0.0500
1980-11-06,DGS3MO,0.0500,0.0500,0.0500
1980-11-07,DGS3MO,0.0500,0.0500,0.0500
1980-11-10,DGS3MO,0.0500,0.0500,0.0500
1980-11-11,DGS3MO,0.0500,0.0500,0.0500
1980-11-12,DGS3MO,0.0500,0.0500,0.0500
1980-11-13,DGS3MO,0.0500,0.0500,0.0500
1980-11-14,DGS3MO,0.0500,0.0500,0.0500
1980-11-17,DGS3MO,0.0500,0.0500,0.0500
1980-11-18,DGS3MO,0.0500,0.0500,0.0500
1980-11-19,DGS3MO,0.0500,0.0500,0.0500
1980-11-20,DGS3MO,0.0500,0.0500,0.0500
1980-11-21,DGS3MO,0.0500,0.0500,0.0500
1980-11-24,DGS3MO,0.0500,0.0500,0.0500
1980-11-25,DGS3MO,0.0500,0.0500,0.0500
1980-11-26,DGS3MO,0.0500,0.0500,0.0500
1980-11-28,DGS3MO,0.0500,0.0500,0.0500
1980-12-01,DGS3MO,0.0500,0.0500,0.0500
1980-12-02,DGS3MO,0.0500,0.0500,0.0500
1980-12-03,DGS3MO,0.0500,0.0500,0.0500
1980-12-04,DGS3MO,0.0500,0.0500,0.0500
1980-12-05,DGS3MO,0.0500,0.0500,0.0500
1980-12-08,DGS3MO,0.0500,0.0500,0.0500
1980-12-09,DGS3MO,0.0500,0.0500,0.0500
1980-12-10,DGS3MO,0.0500,0.0500,0.0500
1980-12-11,DGS3MO,0.0500,0.0500,0.0500
1980-12-12,DGS3MO,0.0500,0.0500,0.0500
1980-12-15,DGS3MO,0.0500,0.0500,0.0500
1980-12-16,DGS3MO,0.0500,0.0500,0.0500
1980-12-17,DGS3MO,0.0500,0.0500,0.0500
1980-12-18,DGS3MO,0.0500,0.0500,0.0500
1980-12-19,DGS3MO,0.0500,0.0500,0.0500
1980-12-22,DGS3MO,0.0500,0.0500,0.0500
1980-12-23,DGS3MO,0.0500,0.0500,0.0500
1980-12-24,DGS3MO,0.0500,0.0500,0.0500
1980-12-26,DGS3MO,0.0500,0.0500,0.0500
1980-12-29,DGS3MO,0.0500,0.0500,0.0500
1980-12-30,DGS3MO,0.0500,0.0500,0.0500
1980-12-31,DGS3MO,0.0500,0.0500,0.0500
1981-01-02,DGS3MO,0.0500,0.0500,0.0500
1981-01-05,DGS3MO,0.0500,0.0500,0.0500
1981-01-06,DGS3MO,0.0500,0.0500,0.0500
1981-01-07,DGS3MO,0.0500,0.0500,0.0500
1981-01-08,DGS3MO,0.0500,0.0500,0.0500
1981-01-09,DGS3MO,0.0500,0.0500,0.0500
1981-01-12,DGS3MO,0.0500,0.0500,0.0500
1981-01-13,DGS3MO,0.0500,0.0500,0.0500
1981-01-14,DGS3MO,0.0500,0.0500,0.0500
1981-01-15,DGS3MO,0.0500,0.0500,0.0500
1981-01-16,DGS3MO,0.0500,0.0500,0.0500
1981-01-19,DGS3MO,0.0500,0.0500,0.0500
1981-01-20,DGS3MO,0.0500,0.0500,0.0500
1981-01-21,DGS3MO,0.0500,0.0500,0.0500
1981-01-22,DGS3MO,0.0500,0.0500,0.0500
1981-01-23,DGS3MO,0.0500,0.0500,0.0500
1981-01-26,DGS3MO,0.0500,0.0500,0.0500
1981-01-27,DGS3MO,0.0500,0.0500,0.0500
1981-01-28,DGS3MO,0.0500,0.0500,0.0500
1981-01-29,DGS3MO,0.0500,0.0500,0.0500
1981-01-30,DGS3MO,0.0500,0.0500,0.0500
1981-02-02,DGS3MO,0.0500,0.0500,0.0500
1981-02-03,DGS3MO,0.0500,0.0500,0.0500
1981-02-04,DGS3MO,0.0500,0.0500,0.0500
1981-02-05,DGS3MO,0.0500,0.0500,0.0500
1981-02-06,DGS3MO,0.0500,0.0500,0.0500
1981-02-09,DGS3MO,0.0500,0.0500,0.0500
1981-02-10,DGS3MO,0.0500,0.0500,0.0500
1981-02-11,DGS3MO,0.0500,0.0500,0.0500
1981-02-12,DGS3MO,0.0500,0.0500,0.0500
1981-02-13,DGS3MO,0.0500,0.0500,0.0500
1981-02-17,DGS3MO,0.0500,0.0500,0.0500
1981-02-18,DGS3MO,0.0500,0.0500,0.0500
1981-02-19,DGS3MO,0.0500,0.0500,0.0500
1981-02-20,DGS3MO,0.0500,0.0500,0.0500
1981-02-23,DGS3MO,0.0500,0.0500,0.0500
1981-02-24,DGS3MO,0.0500,0.0500,0.0500
1981-02-25,DGS3MO,0.0500,0.0500,0.0500
1981-02-26,DGS3MO,0.0500,0.0500,0.0500
1981-02-27,DGS3MO,0.0500,0.0500,0.0500
1981-03-02,DGS3MO,0.0500,0.0500,0.0500
1981-03-03,DGS3MO,0.0500,0.0500,0.0500
1981-03-04,DGS3MO,0.0500,0.0500,0.0500
1981-03-05,DGS3MO,0.0500,0.0500,0.0500
1981-03-06,DGS3MO,0.0500,0.0500,0.0500
1981-03-09,DGS3MO,0.0500,0.0500,0.0500
1981-03-10,DGS3MO,0.0500,0.0500,0.0500
1981-03-11,DGS3MO,0.0500,0.0500,0.0500
1981-03-12,DGS3MO,0.0500,0.0500,0.0500
1981-03-13,DGS3MO,0.0500,0.0500,0.0500
1981-03-16,DGS3MO,0.0500,0.0500,0.0500
1981-03-17,DGS3MO,0.0500,0.0500,0.0500
1981-03-18,DGS3MO,0.0500,0.0500,0.0500
1981-03-19,DGS3MO,0.0500,0.0500,0.0500
1981-03-20,DGS3MO,0.0500,0.0500,0.0500
1981-03-23,DGS3MO,0.0500,0.0500,0.0500
1981-03-24,DGS3MO,0.0500,0.0500,0.0500
1981-03-25,DGS3MO,0.0500,0.0500,0.0500
1981-03-26,DGS3MO,0.0500,0.0500,0.0500
1981-03-27,DGS3MO,0.0500,0.0500,0.0500
1981-03-30,DGS3MO,0.0500,0.0500,0.0500
1981-03-31,DGS3MO,0.0500,0.0500,0.0500
1981-04-01,DGS3MO,0.0500,0.0500,0.0500
1981-04-02,DGS3MO,0.0500,0.0500,0.0500
1981-04-03,DGS3MO,0.0500,0.0500,0.0500
1981-04-06,DGS3MO,0.0500,0.0500,0.0500
1981-04-07,DGS3MO,0.0500,0.0500,0.0500
1981-04-08,DGS3MO,0.0500,0.0500,0.0500
1981-04-09,DGS3MO,0.0500,0.0500,0.0500
1981-04-10,DGS3MO,0.0500,0.0500,0.0500
1981-04-13,DGS3MO,0.0500,0.0500,0.0500
1981-04-14,DGS3MO,0.0500,0.0500,0.0500
1981-04-15,DGS3MO,0.0500,0.0500,0.0500
1981-04-16,DGS3MO,0.0500,0.0500,0.0500
1981-04-20,DGS3MO,0.0500,0.0500,0.0500
1981-04-21,DGS3MO,0.0500,0.0500,0.0500
1981-04-22,DGS3MO,0.0500,0.0500,0.0500
1981-04-23,DGS3MO,0.0500,0.0500,0.0500
1981-04-24,DGS3MO,0.0500,0.0500,0.0500
1981-04-27,DGS3MO,0.0500,0.0500,0.0500
1981-04-28,DGS3MO,0.0500,0.0500,0.0500
1981-04-29,DGS3MO,0.0500,0.0500,0.0500
1981-04-30,DGS3MO,0.0500,0.0500,0.0500
1981-05-01,DGS3MO,0.0500,0.0500,0.0500
1981-05-04,DGS3MO,0.0500,0.0500,0.0500
1981-05-05,DGS3MO,0.0500,0.0500,0.0500
1981-05-06,DGS3MO,0.0500,0.0500,0.0500
1981-05-07,DGS3MO,0.0500,0.0500,0.0500
1981-05-08,DGS3MO,0.0500,0.0500,0.0500
1981-05-11,DGS3MO,0.0500,0.0500,0.0500
1981-05-12,DGS3MO,0.0500,0.0500,0.0500
1981-05-13,DGS3MO,0.0500,0.0500,0.0500
1981-05-14,DGS3MO,0.0500,0.0500,0.0500
1981-05-15,DGS3MO,0.0500,0.0500,0.0500
1981-05-18,DGS3MO,0.0500,0.0500,0.0500
1981-05-19,DGS3MO,0.0500,0.0500,0.0500
1981-05-20,DGS3MO,0.0500,0.0500,0.0500
1981-05-21,DGS3MO,0.0500,0.0500,0.0500
1981-05-22,DGS3MO,0.0500,0.0500,0.0500
1981-05-26,DGS3MO,0.0500,0.0500,0.0500
1981-05-27,DGS3MO,0.0500,0.0500,0.0500
1981-05-28,DGS3MO,0.0500,0.0500,0.0500
1981-05-29,DGS3MO,0.0500,0.0500,0.0500
1981-06-01,DGS3MO,0.0500,0.0500,0.0500
1981-06-02,DGS3MO,0.0500,0.0500,0.0500
1981-06-03,DGS3MO,0.0500,0.0500,0.0500
1981-06-04,DGS3MO,0.0500,0.0500,0.0500
1981-06-05,DGS3MO,0.0500,0.0500,0.0500
1981-06-08,DGS3MO,0.0500,0.0500,0.0500
1981-06-09,DGS3MO,0.0500,0.0500,0.0500
1981-06-10,DGS3MO,0.0500,0.0500,0.0500
1981-06-11,DGS3MO,0.0500,0.0500,0.0500
1981-06-12,DGS3MO,0.0500,0.0500,0.0500
1981-06-15,DGS3MO,0.0500,0.0500,0.0500
1981-06-16,DGS3MO,0.0500,0.0500,0.0500
1981-06-17,DGS3MO,0.0500,0.0500,0.0500
1981-06-18,DGS3MO,0.0500,0.0500,0.0500
1981-06-19,DGS3MO,0.0500,0.0500,0.0500
1981-06-22,DGS3MO,0.0500,0.0500,0.0500
1981-06-23,DGS3MO,0.0500,0.0500,0.0500
1981-06-24,DGS3MO,0.0500,0.0500,0.0500
1981-06-25,DGS3MO,0.0500,0.0500,0.0500
1981-06-26,DGS3MO,0.0500,0.0500,0.0500
1981-06-29,DGS3MO,0.0500,0.0500,0.0500
1981-06-30,DGS3MO,0.0500,0.0500,0.0500
1981-07-01,DGS3MO,0.0500,0.0500,0.0500
1981-07-02,DGS3MO,0.0500,0.0500,0.0500
1981-07-06,DGS3MO,0.0500,0.0500,0.0500
1981-07-07,DGS3MO,0.0500,0.0500,0.0500
1981-07-08,DGS3MO,0.0500,0.0500,0.0500
1981-07-09,DGS3MO,0.0500,0.0500,0.0500
1981-07-10,DGS3MO,0.0500,0.0500,0.0500
1981-07-13,DGS3MO,0.0500,0.0500,0.0500
1981-07-14,DGS3MO,0.0500,0.0500,0.0500
1981-07-15,DGS3MO,0.0500,0.0500,0.0500
1981-07-16,DGS3MO,0.0500,0.0500,0.0500
1981-07-17,DGS3MO,0.0500,0.0500,0.0500
1981-07-20,DGS3MO,0.0500,0.0500,0.0500
1981-07-21,DGS3MO,0.0500,0.0500,0.0500
1981-07-22,DGS3MO,0.0500,0.0500,0.0500
1981-07-23,DGS3MO,0.0500,0.0500,0.0500
1981-07-24,DGS3MO,0.0500,0.0500,0.0500
1981-07-27,DGS3MO,0.0500,0.0500,0.0500
1981-07-28,DGS3MO,0.0500,0.0500,0.0500
1981-07-29,DGS3MO,0.0500,0.0500,0.0500
1981-07-30,DGS3MO,0.0500,0.0500,0.0500
1981-07-31,DGS3MO,0.0500,0.0500,0.0500
1981-08-03,DGS3MO,0.0500,0.0500,0.0500
1981-08-04,DGS3MO,0.0500,0.0500,0.0500
1981-08-05,DGS3MO,0.0500,0.0500,0.0500
1981-08-06,DGS3MO,0.0500,0.0500,0.0500
1981-08-07,DGS3MO,0.0500,0.0500,0.0500
1981-08-10,DGS3MO,0.0500,0.0500,0.0500
1981-08-11,DGS3MO,0.0500,0.0500,0.0500
1981-08-12,DGS3MO,0.0500,0.0500,0.0500
1981-08-13,DGS3MO,0.0500,0.0500,0.0500
1981-08-14,DGS3MO,0.0500,0.0500,0.0500
1981-08-17,DGS3MO,0.0500,0.0500,0.0500
1981-08-18,DGS3MO,0.0500,0.0500,0.0500
1981-08-19,DGS3MO,0.0500,0.0500,0.0500
1981-08-20,DGS3MO,0.0500,0.0500,0.0500
1981-08-21,DGS3MO,0.0500,0.0500,0.0500
1981-08-24,DGS3MO,0.0500,0.0500,0.0500
1981-08-25,DGS3MO,0.0500,0.0500,0.0500
1981-08-26,DGS3MO,0.0500,0.0500,0.0500
1981-08-27,DGS3MO,0.0500,0.0500,0.0500
1981-08-28,DGS3MO,0.0500,0.0500,0.0500
1981-08-31,DGS3MO,0.0500,0.0500,0.0500
1981-09-01,DGS3MO,17.0100,17.0100,17.0100
1981-09-02,DGS3MO,16.6500,16.6500,16.6500
1981-09-03,DGS3MO,16.9600,16.9600,16.9600
1981-09-04,DGS3MO,16.6400,16.6400,16.6400
1981-09-08,DGS3MO,16.5400,16.5400,16.5400
1981-09-09,DGS3MO,16.3900,16.3900,16.3900
1981-09-10,DGS3MO,15.9000,15.9000,15.9000
1981-09-11,DGS3MO,15.7600,15.7600,15.7600
1981-09-14,DGS3MO,15.2700,15.2700,15.2700
1981-09-15,DGS3MO,15.1600,15.1600,15.1600
1981-09-16,DGS3MO,15.1000,15.1000,15.1000
1981-09-17,DGS3MO,15.1800,15.1800,15.1800
1981-09-18,DGS3MO,15.0700,15.0700,15.0700
1981-09-21,DGS3MO,14.9800,14.9800,14.9800
1981-09-22,DGS3MO,15.5100,15.5100,15.5100
1981-09-23,DGS3MO,14.9400,14.9400,14.9400
1981-09-24,DGS3MO,14.9400,14.9400,14.9400
1981-09-25,DGS3MO,15.0200,15.0200,15.0200
1981-09-28,DGS3MO,14.8200,14.8200,14.8200
1981-09-29,DGS3MO,14.8600,14.8600,14.8600
1981-09-30,DGS3MO,15.0500,15.0500,15.0500
1981-10-01,DGS3MO,15.3300,15.3300,15.3300
1981-10-02,DGS3MO,15.4000,15.4000,15.4000
1981-10-05,DGS3MO,14.9800,14.9800,14.9800
1981-10-06,DGS3MO,14.6100,14.6100,14.6100
1981-10-07,DGS3MO,14.5400,14.5400,14.5400
1981-10-08,DGS3MO,14.3800,14.3800,14.3800
1981-10-09,DGS3MO,13.9600,13.9600,13.9600
1981-10-12,DGS3MO,13.9600,13.9600,13.9600
1981-10-13,DGS3MO,14.1700,14.1700,14.1700
1981-10-14,DGS3MO,13.9700,13.9700,13.9700
1981-10-15,DGS3MO,14.0000,14.0000,14.0000
1981-10-16,DGS3MO,14.1800,14.1800,14.1800
1981-10-19,DGS3MO,14.2000,14.2000,14.2000
1981-10-20,DGS3MO,14.1300,14.1300,14.1300
1981-10-21,DGS3MO,14.1700,14.1700,14.1700
1981-10-22,DGS3MO,13.9800,13.9800,13.9800
1981-10-23,DGS3MO,13.8700,13.8700,13.8700
1981-10-26,DGS3MO,13.9600,13.9600,13.9600
1981-10-27,DGS3MO,14.0200,14.0200,14.0200
1981-10-28,DGS3MO,13.9300,13.9300,13.9300
1981-10-29,DGS3MO,13.7400,13.7400,13.7400
1981-10-30,DGS3MO,13.3300,13.3300,13.3300
1981-11-02,DGS3MO,13.3400,13.3400,13.3400
1981-11-03,DGS3MO,13.3400,13.3400,13.3400
1981-11-04,DGS3MO,12.8700,12.8700,12.8700
1981-11-05,DGS3MO,12.7300,12.7300,12.7300
1981-11-06,DGS3MO,12.2100,12.2100,12.2100
1981-11-09,DGS3MO,11.7200,11.7200,11.7200
1981-11-10,DGS3MO,11.7400,11.7400,11.7400
1981-11-11,DGS3MO,11.7400,11.7400,11.7400
1981-11-12,DGS3MO,11.0700,11.0700,11.0700
1981-11-13,DGS3MO,11.3200,11.3200,11.3200
1981-11-16,DGS3MO,11.1100,11.1100,11.1100
1981-11-17,DGS3MO,11.0800,11.0800,11.0800
1981-11-18,DGS3MO,10.4600,10.4600,10.4600
1981-11-19,DGS3MO,10.6300,10.6300,10.6300
1981-11-20,DGS3MO,10.5100,10.5100,10.5100
1981-11-23,DGS3MO,10.9100,10.9100,10.9100
1981-11-24,DGS3MO,10.6000,10.6000,10.6000
